Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Consumer/Login/ConsLog_01_09_Verify that sending reset password request with invalid email shows error message,Chrome 69.0.3497.100,Invalid email to test error message in Reset-Password page,2018-10-12 21:31:34,2018-10-12 21:31:44,9.973s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Login page,2018-10-12 21:31:34,2018-10-12 21:31:41,6.888s,PASSED
click,Chrome 69.0.3497.100,Go to Forgot password page,2018-10-12 21:31:41,2018-10-12 21:31:42,0.514s,PASSED
setText,Chrome 69.0.3497.100,Input Invalid Email,2018-10-12 21:31:42,2018-10-12 21:31:42,0.236s,PASSED
click,Chrome 69.0.3497.100,Click Reset Password button,2018-10-12 21:31:42,2018-10-12 21:31:43,1.302s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point: error message,2018-10-12 21:31:43,2018-10-12 21:31:43,0.040s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:43,2018-10-12 21:31:44,0.761s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_10_Veriry that sending reset password request with valid email,Chrome 69.0.3497.100,Successfully valid email request to test the successful message and the link sent to user inbox,2018-10-12 21:31:44,2018-10-12 21:31:53,9.158s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Login page,2018-10-12 21:31:44,2018-10-12 21:31:51,6.505s,PASSED
click,Chrome 69.0.3497.100,Go to Forgot password page,2018-10-12 21:31:51,2018-10-12 21:31:52,0.590s,PASSED
setText,Chrome 69.0.3497.100,Input Valid Email,2018-10-12 21:31:52,2018-10-12 21:31:52,0.282s,PASSED
click,Chrome 69.0.3497.100,Click Reset Password button,2018-10-12 21:31:52,2018-10-12 21:31:53,0.769s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point: error message,2018-10-12 21:31:53,2018-10-12 21:31:53,0.040s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:31:53,2018-10-12 21:31:53,0.758s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_11_Verify that changing password with invalid password shows error message,Chrome 69.0.3497.100,Invalid password to test error message,2018-10-12 21:31:53,2018-10-12 21:32:08,14.751s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-12 21:31:54,2018-10-12 21:31:59,5.348s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-12 21:31:59,2018-10-12 21:32:03,3.997s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-12 21:32:03,2018-10-12 21:32:07,3.816s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-12 21:32:07,2018-10-12 21:32:07,0.036s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 21:32:07,2018-10-12 21:32:07,0.509s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:32:07,2018-10-12 21:32:07,0.036s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:32:07,2018-10-12 21:32:08,0.746s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_12_Verify that changing password with invalid confirm-password shows error message,Chrome 69.0.3497.100,Invalid confirm-password to test error message,2018-10-12 21:32:08,2018-10-12 21:32:23,14.414s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-12 21:32:08,2018-10-12 21:32:13,5.135s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-12 21:32:13,2018-10-12 21:32:17,3.555s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-12 21:32:17,2018-10-12 21:32:21,3.937s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-12 21:32:21,2018-10-12 21:32:21,0.052s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:32:21,2018-10-12 21:32:21,0.218s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 21:32:21,2018-10-12 21:32:22,0.501s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:32:22,2018-10-12 21:32:22,0.031s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:32:22,2018-10-12 21:32:23,0.773s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_13_Verify that successfully changing password with valid pass,Chrome 69.0.3497.100,Successfully changing password to test the successful message,2018-10-12 21:32:23,2018-10-12 21:32:38,15.649s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Go to Yopmail,2018-10-12 21:32:23,2018-10-12 21:32:29,6.097s,PASSED
customkeyword.CommonKeyword.CheckYopmailLink,Chrome 69.0.3497.100,Check User inbox,2018-10-12 21:32:29,2018-10-12 21:32:32,3.552s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-12 21:32:32,2018-10-12 21:32:36,4.023s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point,2018-10-12 21:32:36,2018-10-12 21:32:37,0.063s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:32:37,2018-10-12 21:32:37,0.218s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-12 21:32:37,2018-10-12 21:32:37,0.177s,PASSED
click,Chrome 69.0.3497.100,,2018-10-12 21:32:37,2018-10-12 21:32:37,0.470s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,,2018-10-12 21:32:37,2018-10-12 21:32:37,0.028s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:32:37,2018-10-12 21:32:38,0.769s,PASSED
,,,,,,
Test Cases/Consumer/Login/ConsLog_01_14_Verify that successfully logging in with new password,Chrome 69.0.3497.100,To test login with new password,2018-10-12 21:32:38,2018-10-12 21:32:48,9.882s,PASSED
customkeyword.CommonKeyword.OpenBrowser,Chrome 69.0.3497.100,Open Consumer Login page,2018-10-12 21:32:38,2018-10-12 21:32:45,6.811s,PASSED
customkeyword.CommonKeyword.LoginConsumer,Chrome 69.0.3497.100,Login with valid email and password,2018-10-12 21:32:45,2018-10-12 21:32:47,2.071s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,Verify point login successfully,2018-10-12 21:32:47,2018-10-12 21:32:47,0.048s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-12 21:32:47,2018-10-12 21:32:48,0.742s,PASSED
